timestamp,uptimeInS,bootCount,lastResetCause,powerAmplifierTemperature,quartzTemperature,isTxOn,lastSyncRssi,averageSyncRssi,lastPacketRssi,averagePacketRssi,environmentRssi,txPacketCounter,txByteCounter,rxPacketCounter,rxByteCounter,badCrcCounter,beaconTxCounter,gsWdtTimeLeftInS,
978311837,4636,480,201326592,29,29,1,-101,-100,-101,-99,-131,1026,97560,55,1270,0,119,80084,
978311843,4641,480,201326592,29,29,1,-101,-100,-101,-99,-131,1026,97560,55,1270,0,119,80079,
978311848,4646,480,201326592,29,29,1,-101,-100,-101,-99,-131,1026,97560,55,1270,0,119,80074,
978311853,4651,480,201326592,29,29,1,-101,-100,-101,-99,-130,1026,97560,55,1270,0,119,80069,
978311858,4656,480,201326592,29,29,1,-101,-100,-101,-99,-131,1026,97560,55,1270,0,119,80064,
978311863,4661,480,201326592,29,29,1,-101,-100,-101,-99,-130,1026,97560,55,1270,0,119,80059,
978311868,4666,480,201326592,29,29,1,-101,-100,-101,-99,-129,1029,97840,55,1270,0,120,80054,
978311873,4672,480,201326592,29,29,1,-101,-100,-101,-99,-128,1029,97840,55,1270,0,120,80048,
978311878,4677,480,201326592,29,29,1,-101,-100,-101,-99,-132,1029,97840,55,1270,0,120,80043,
978311883,4682,480,201326592,29,29,1,-101,-100,-101,-99,-130,1029,97840,55,1270,0,120,80038,
978311888,4687,480,201326592,29,29,1,-101,-100,-101,-99,-131,1029,97840,55,1270,0,120,80033,
978311894,4692,480,201326592,29,29,1,-101,-100,-101,-99,-130,1029,97840,55,1270,0,120,80028,
978311899,4697,480,201326592,29,29,1,-101,-100,-101,-99,-131,1032,98120,55,1270,0,121,80023,
978311904,4702,480,201326592,29,29,1,-101,-100,-101,-99,-130,1032,98120,55,1270,0,121,80018,
978311909,4707,480,201326592,29,29,1,-101,-100,-101,-99,-129,1032,98120,55,1270,0,121,80013,
978311914,4712,480,201326592,29,29,1,-101,-100,-101,-99,-133,1032,98120,55,1270,0,121,80008,
978311919,4717,480,201326592,29,29,1,-101,-100,-101,-99,-130,1032,98120,55,1270,0,121,80003,
978311924,4723,480,201326592,29,29,1,-101,-100,-101,-99,-129,1032,98120,55,1270,0,121,79997,
978311929,4728,480,201326592,29,29,1,-101,-100,-101,-99,-130,1035,98400,55,1270,0,122,79992,
978311934,4733,480,201326592,29,29,1,-101,-100,-101,-99,-129,1035,98400,55,1270,0,122,79987,
978311939,4738,480,201326592,29,29,1,-101,-100,-101,-99,-129,1035,98400,55,1270,0,122,79982,
978311945,4743,480,201326592,29,29,1,-101,-100,-101,-99,-132,1035,98400,55,1270,0,122,79977,
978311950,4748,480,201326592,29,29,1,-101,-100,-101,-99,-129,1035,98400,55,1270,0,122,79972,
978311955,4753,480,201326592,29,29,1,-101,-100,-101,-99,-128,1035,98400,55,1270,0,122,79967,
978311960,4758,480,201326592,29,29,1,-101,-100,-101,-99,-131,1038,98680,55,1270,0,123,79962,
978311965,4763,480,201326592,29,29,1,-101,-100,-101,-99,-131,1038,98680,55,1270,0,123,79957,
978311970,4768,480,201326592,29,29,1,-101,-100,-101,-99,-130,1038,98680,55,1270,0,123,79952,
978311975,4774,480,201326592,29,29,1,-101,-100,-101,-99,-129,1038,98680,55,1270,0,123,79946,
978311980,4779,480,201326592,29,29,1,-101,-100,-101,-99,-129,1038,98680,55,1270,0,123,79941,
978311985,4784,480,201326592,29,29,1,-101,-100,-101,-99,-130,1038,98680,55,1270,0,123,79936,
978311990,4789,480,201326592,30,29,1,-101,-100,-101,-99,-129,1041,98960,55,1270,0,124,79931,
978311996,4794,480,201326592,29,29,1,-101,-100,-101,-99,-132,1041,98960,55,1270,0,124,79926,
978312001,4799,480,201326592,29,29,1,-101,-100,-101,-99,-128,1041,98960,55,1270,0,124,79921,
978312006,4804,480,201326592,29,29,1,-101,-100,-101,-99,-130,1041,98960,55,1270,0,124,79916,
978312011,4809,480,201326592,29,29,1,-101,-100,-101,-99,-132,1041,98960,55,1270,0,124,79911,
978312016,4814,480,201326592,29,29,1,-101,-100,-101,-99,-129,1041,98960,55,1270,0,124,79906,
978312021,4819,480,201326592,29,29,1,-101,-100,-101,-99,-130,1044,99240,55,1270,0,125,79901,
978312026,4825,480,201326592,29,29,1,-101,-100,-101,-99,-132,1044,99240,55,1270,0,125,79895,
978312031,4830,480,201326592,29,29,1,-101,-100,-101,-99,-130,1044,99240,55,1270,0,125,79890,
978312037,4835,480,201326592,29,29,1,-101,-100,-101,-99,-129,1044,99240,55,1270,0,125,79885,
978312042,4840,480,201326592,29,29,1,-101,-100,-101,-99,-131,1044,99240,55,1270,0,125,79880,
978312047,4845,480,201326592,29,29,1,-101,-100,-101,-99,-128,1044,99240,55,1270,0,125,79875,
978312052,4851,480,201326592,29,29,1,-101,-100,-101,-99,-129,1047,99520,55,1270,0,126,79869,
978312057,4856,480,201326592,29,29,1,-101,-100,-101,-99,-130,1047,99520,55,1270,0,126,79864,
978312062,4861,480,201326592,29,29,1,-101,-100,-101,-99,-130,1047,99520,55,1270,0,126,79859,
978312067,4866,480,201326592,29,29,1,-101,-100,-101,-99,-130,1047,99520,55,1270,0,126,79854,
978312073,4871,480,201326592,29,29,1,-101,-100,-101,-99,-130,1047,99520,55,1270,0,126,79849,
978312078,4876,480,201326592,29,29,1,-101,-100,-101,-99,-130,1047,99520,55,1270,0,126,79844,
978312083,4881,480,201326592,29,29,1,-101,-100,-101,-99,-127,1049,99708,55,1270,0,127,79839,
978312088,4886,480,201326592,29,29,1,-101,-100,-101,-99,-130,1050,99800,55,1270,0,127,79834,
978312093,4891,480,201326592,29,29,1,-101,-100,-101,-99,-129,1050,99800,55,1270,0,127,79829,
978312098,4896,480,201326592,29,29,1,-101,-100,-101,-99,-133,1050,99800,55,1270,0,127,79824,
978312103,4902,480,201326592,29,29,1,-101,-100,-101,-99,-129,1050,99800,55,1270,0,127,79818,
978312108,4907,480,201326592,29,29,1,-101,-100,-101,-99,-129,1050,99800,55,1270,0,127,79813,
978312113,4912,480,201326592,29,29,1,-101,-100,-101,-99,-130,1050,99800,55,1270,0,127,79808,
978312118,4917,480,201326592,29,29,1,-101,-100,-101,-99,-130,1053,100080,55,1270,0,128,79803,
978312124,4922,480,201326592,29,29,1,-101,-100,-101,-99,-130,1053,100080,55,1270,0,128,79798,
978312129,4927,480,201326592,29,29,1,-101,-100,-101,-99,-129,1053,100080,55,1270,0,128,79793,
978312134,4932,480,201326592,29,29,1,-101,-100,-101,-99,-131,1053,100080,55,1270,0,128,79788,
978312139,4937,480,201326592,29,29,1,-101,-100,-101,-99,-129,1053,100080,55,1270,0,128,79783,
978312144,4942,480,201326592,29,29,1,-101,-100,-101,-99,-132,1053,100080,55,1270,0,128,79778,
978312149,4947,480,201326592,29,29,1,-101,-100,-101,-99,-130,1056,100360,55,1270,0,129,79773,
978312154,4953,480,201326592,29,29,1,-101,-100,-101,-99,-129,1056,100360,55,1270,0,129,79767,
978312159,4958,480,201326592,29,29,1,-101,-100,-101,-99,-132,1056,100360,55,1270,0,129,79762,
978312164,4963,480,201326592,29,29,1,-101,-100,-101,-99,-129,1056,100360,55,1270,0,129,79757,
978312169,4968,480,201326592,29,29,1,-101,-100,-101,-99,-129,1056,100360,55,1270,0,129,79752,
978312175,4973,480,201326592,29,29,1,-101,-100,-101,-99,-130,1056,100360,55,1270,0,129,79747,
978312180,4978,480,201326592,29,29,1,-101,-100,-101,-99,-132,1059,100640,55,1270,0,130,79742,
978312185,4983,480,201326592,29,29,1,-101,-100,-101,-99,-128,1059,100640,55,1270,0,130,79737,
978312190,4988,480,201326592,29,29,1,-101,-100,-101,-99,-129,1059,100640,55,1270,0,130,79732,
978312195,4993,480,201326592,29,29,1,-101,-100,-101,-99,-129,1059,100640,55,1270,0,130,79727,
978312200,4998,480,201326592,29,29,1,-101,-100,-101,-99,-131,1059,100640,55,1270,0,130,79722,
978312205,5004,480,201326592,29,29,1,-101,-100,-101,-99,-130,1059,100640,55,1270,0,130,79716,
978312210,5009,480,201326592,29,29,1,-101,-100,-101,-99,-128,1062,100920,55,1270,0,131,79711,
978312215,5014,480,201326592,29,29,1,-101,-100,-101,-99,-129,1062,100920,55,1270,0,131,79706,
978312220,5019,480,201326592,29,29,1,-101,-100,-101,-99,-130,1062,100920,55,1270,0,131,79701,
978312226,5024,480,201326592,29,29,1,-101,-100,-101,-99,-128,1062,100920,55,1270,0,131,79696,
978312231,5029,480,201326592,29,29,1,-101,-100,-101,-99,-133,1062,100920,55,1270,0,131,79691,
978312236,5034,480,201326592,29,29,1,-101,-100,-101,-99,-130,1062,100920,55,1270,0,131,79686,
978312241,5039,480,201326592,29,29,1,-101,-100,-101,-99,-131,1065,101200,55,1270,0,132,79681,
978312246,5044,480,201326592,29,29,1,-101,-100,-101,-99,-129,1065,101200,55,1270,0,132,79676,
978312251,5049,480,201326592,29,29,1,-101,-100,-101,-99,-128,1065,101200,55,1270,0,132,79671,
978312256,5055,480,201326592,29,29,1,-101,-100,-101,-99,-128,1065,101200,55,1270,0,132,79665,
978312261,5060,480,201326592,29,29,1,-101,-100,-101,-99,-128,1065,101200,55,1270,0,132,79660,
978312266,5065,480,201326592,29,29,1,-101,-100,-101,-99,-133,1065,101200,55,1270,0,132,79655,
978312271,5070,480,201326592,29,29,1,-101,-100,-101,-99,-131,1068,101480,55,1270,0,133,79650,
978312277,5075,480,201326592,29,29,1,-101,-100,-101,-99,-130,1068,101480,55,1270,0,133,79645,
978312282,5080,480,201326592,29,29,1,-101,-100,-101,-99,-132,1068,101480,55,1270,0,133,79640,
978312287,5085,480,201326592,29,29,1,-101,-100,-101,-99,-129,1068,101480,55,1270,0,133,79635,
978312292,5091,480,201326592,29,29,1,-101,-100,-101,-99,-130,1068,101480,55,1270,0,133,79629,
978312297,5096,480,201326592,29,29,1,-101,-100,-101,-99,-129,1068,101480,55,1270,0,133,79624,
978312303,5101,480,201326592,29,29,1,-101,-100,-101,-99,-129,1071,101760,55,1270,0,134,79619,
978312308,5106,480,201326592,29,29,1,-101,-100,-101,-99,-129,1071,101760,55,1270,0,134,79614,
978312313,5111,480,201326592,29,29,1,-101,-100,-101,-99,-128,1071,101760,55,1270,0,134,79609,
978312318,5116,480,201326592,29,29,1,-101,-100,-101,-99,-125,1071,101760,55,1270,0,134,79604,
978312323,5121,480,201326592,29,29,1,-101,-100,-101,-99,-128,1071,101760,55,1270,0,134,79599,
978312328,5126,480,201326592,29,29,1,-101,-100,-101,-99,-129,1071,101760,55,1270,0,134,79594,
978312333,5132,480,201326592,30,29,1,-101,-100,-101,-99,-128,1074,102040,55,1270,0,135,79588,
978312338,5137,480,201326592,29,29,1,-101,-100,-101,-99,-129,1074,102040,55,1270,0,135,79583,
978312343,5142,480,201326592,29,29,1,-101,-100,-101,-99,-129,1074,102040,55,1270,0,135,79578,
978312348,5147,480,201326592,29,29,1,-101,-100,-101,-99,-129,1074,102040,55,1270,0,135,79573,
978312354,5152,480,201326592,29,29,1,-101,-100,-101,-99,-129,1074,102040,55,1270,0,135,79568,
978312359,5157,480,201326592,29,29,1,-101,-100,-101,-99,-129,1074,102040,55,1270,0,135,79563,
978312364,5162,480,201326592,30,29,1,-101,-100,-101,-99,-130,1077,102320,55,1270,0,136,79558,
978312369,5167,480,201326592,29,29,1,-101,-100,-101,-99,-130,1077,102320,55,1270,0,136,79553,
978312374,5172,480,201326592,29,29,1,-101,-100,-101,-99,-129,1077,102320,55,1270,0,136,79548,
978312379,5177,480,201326592,29,29,1,-101,-100,-101,-99,-125,1077,102320,55,1270,0,136,79543,
978312384,5183,480,201326592,29,29,1,-101,-100,-101,-99,-130,1077,102320,55,1270,0,136,79537,
978312389,5188,480,201326592,29,29,1,-101,-100,-101,-99,-128,1077,102320,55,1270,0,136,79532,
978312394,5193,480,201326592,29,29,1,-101,-100,-101,-99,-126,1080,102600,55,1270,0,137,79527,
978312399,5198,480,201326592,29,29,1,-101,-100,-101,-99,-127,1080,102600,55,1270,0,137,79522,
978312405,5203,480,201326592,29,29,1,-101,-100,-101,-99,-130,1080,102600,55,1270,0,137,79517,
978312410,5208,480,201326592,29,29,1,-101,-100,-101,-99,-130,1080,102600,55,1270,0,137,79512,
978312415,5213,480,201326592,29,29,1,-101,-100,-101,-99,-128,1080,102600,55,1270,0,137,79507,
978312420,5218,480,201326592,29,29,1,-101,-100,-101,-99,-128,1080,102600,55,1270,0,137,79502,
978312425,5223,480,201326592,29,29,1,-101,-100,-101,-99,-126,1081,102694,55,1270,0,138,79497,
978312430,5228,480,201326592,29,29,1,-101,-100,-101,-99,-130,1083,102880,55,1270,0,138,79492,
978312435,5234,480,201326592,29,29,1,-101,-100,-101,-99,-129,1083,102880,55,1270,0,138,79487,
978312440,5239,480,201326592,29,29,1,-101,-100,-101,-99,-130,1083,102880,55,1270,0,138,79481,
978312445,5244,480,201326592,29,29,1,-101,-100,-101,-99,-128,1083,102880,55,1270,0,138,79476,
978312450,5249,480,201326592,29,29,1,-101,-100,-101,-99,-128,1083,102880,55,1270,0,138,79471,
978312456,5254,480,201326592,29,29,1,-101,-100,-101,-99,-126,1083,102880,55,1270,0,138,79466,
978312461,5259,480,201326592,29,29,1,-101,-100,-101,-99,-128,1086,103160,55,1270,0,139,79461,
978312466,5264,480,201326592,29,29,1,-101,-100,-101,-99,-127,1086,103160,55,1270,0,139,79456,
978312471,5269,480,201326592,29,29,1,-101,-100,-101,-99,-128,1086,103160,55,1270,0,139,79451,
978312476,5274,480,201326592,29,29,1,-101,-100,-101,-99,-126,1086,103160,55,1270,0,139,79446,
978312481,5279,480,201326592,29,29,1,-101,-100,-101,-99,-128,1086,103160,55,1270,0,139,79441,
978312486,5285,480,201326592,29,29,1,-101,-100,-101,-99,-130,1086,103160,55,1270,0,139,79436,
978312491,5290,480,201326592,29,29,1,-101,-100,-101,-99,-129,1089,103440,55,1270,0,140,79430,
978312496,5295,480,201326592,29,29,1,-101,-100,-101,-99,-131,1089,103440,55,1270,0,140,79425,
978312501,5300,480,201326592,29,29,1,-101,-100,-101,-99,-128,1089,103440,55,1270,0,140,79420,
978312507,5305,480,201326592,29,29,1,-101,-100,-101,-99,-130,1089,103440,55,1270,0,140,79415,
978312512,5310,480,201326592,29,29,1,-101,-100,-101,-99,-129,1089,103440,55,1270,0,140,79410,
978312517,5315,480,201326592,29,29,1,-101,-100,-101,-99,-129,1089,103440,55,1270,0,140,79405,
978312522,5320,480,201326592,29,29,1,-101,-100,-101,-99,-129,1092,103720,55,1270,0,141,79400,
978312527,5325,480,201326592,29,29,1,-101,-100,-101,-99,-127,1092,103720,55,1270,0,141,79395,
978312532,5330,480,201326592,29,29,1,-101,-100,-101,-99,-129,1092,103720,55,1270,0,141,79390,
978312537,5336,480,201326592,29,29,1,-101,-100,-101,-99,-127,1092,103720,55,1270,0,141,79385,
978312542,5341,480,201326592,29,29,1,-101,-100,-101,-99,-130,1092,103720,55,1270,0,141,79379,
978312548,5346,480,201326592,29,29,1,-101,-100,-101,-99,-130,1092,103720,55,1270,0,141,79374,
978312553,5351,480,201326592,29,29,1,-101,-100,-101,-99,-130,1095,104000,55,1270,0,142,79369,
978312558,5356,480,201326592,29,29,1,-101,-100,-101,-99,-128,1095,104000,55,1270,0,142,79364,
978312563,5362,480,201326592,29,29,1,-101,-100,-101,-99,-129,1095,104000,55,1270,0,142,79359,
978312568,5367,480,201326592,29,29,1,-101,-100,-101,-99,-128,1095,104000,55,1270,0,142,79353,
978312573,5372,480,201326592,29,29,1,-101,-100,-101,-99,-131,1095,104000,55,1270,0,142,79348,
978312578,5377,480,201326592,29,29,1,-101,-100,-101,-99,-128,1095,104000,55,1270,0,142,79343,
978312584,5382,480,201326592,29,29,1,-101,-100,-101,-99,-129,1098,104280,55,1270,0,143,79338,
978312589,5387,480,201326592,29,29,1,-101,-100,-101,-99,-127,1098,104280,55,1270,0,143,79333,
978312594,5392,480,201326592,29,29,1,-101,-100,-101,-99,-130,1098,104280,55,1270,0,143,79328,
978312599,5397,480,201326592,29,29,1,-101,-100,-101,-99,-128,1098,104280,55,1270,0,143,79323,
978312604,5402,480,201326592,29,29,1,-101,-100,-101,-99,-129,1098,104280,55,1270,0,143,79318,
978312609,5407,480,201326592,29,29,1,-101,-100,-101,-99,-127,1098,104280,55,1270,0,143,79313,
978312614,5413,480,201326592,29,29,1,-101,-100,-101,-99,-129,1101,104560,55,1270,0,144,79308,
978312619,5418,480,201326592,29,29,1,-101,-100,-101,-99,-126,1101,104560,55,1270,0,144,79302,
978312624,5423,480,201326592,29,29,1,-101,-100,-101,-99,-126,1101,104560,55,1270,0,144,79297,
978312629,5428,480,201326592,29,29,1,-101,-100,-101,-99,-127,1101,104560,55,1270,0,144,79292,
978312634,5433,480,201326592,29,29,1,-101,-100,-101,-99,-127,1101,104560,55,1270,0,144,79287,
978312640,5438,480,201326592,29,29,1,-101,-100,-101,-99,-127,1101,104560,55,1270,0,144,79282,
978312645,5443,480,201326592,30,29,1,-101,-100,-101,-99,-127,1104,104840,55,1270,0,145,79277,
978312650,5448,480,201326592,29,29,1,-101,-100,-101,-99,-126,1104,104840,55,1270,0,145,79272,
978312655,5453,480,201326592,29,29,1,-101,-100,-101,-99,-127,1104,104840,55,1270,0,145,79267,
978312660,5458,480,201326592,29,29,1,-101,-100,-101,-99,-126,1104,104840,55,1270,0,145,79262,
978312665,5464,480,201326592,29,29,1,-101,-100,-101,-99,-130,1104,104840,55,1270,0,145,79256,
978312670,5469,480,201326592,29,29,1,-101,-100,-101,-99,-130,1104,104840,55,1270,0,145,79251,
978312675,5474,480,201326592,30,29,1,-101,-100,-101,-99,-130,1107,105120,55,1270,0,146,79246,
978312680,5479,480,201326592,29,29,1,-101,-100,-101,-99,-129,1107,105120,55,1270,0,146,79241,
978312685,5484,480,201326592,29,29,1,-101,-100,-101,-99,-126,1107,105120,55,1270,0,146,79236,
978312691,5489,480,201326592,29,29,1,-101,-100,-101,-99,-128,1107,105120,55,1270,0,146,79231,
978312696,5494,480,201326592,29,29,1,-101,-100,-101,-99,-127,1107,105120,55,1270,0,146,79226,
978312701,5499,480,201326592,29,29,1,-101,-100,-101,-99,-126,1107,105120,55,1270,0,146,79221,
978312706,5504,480,201326592,30,29,1,-101,-100,-101,-99,-129,1110,105400,55,1270,0,147,79216,
978312711,5509,480,201326592,29,29,1,-101,-100,-101,-99,-129,1110,105400,55,1270,0,147,79211,
978312716,5515,480,201326592,29,29,1,-101,-100,-101,-99,-128,1110,105400,55,1270,0,147,79205,
978312721,5520,480,201326592,29,29,1,-101,-100,-101,-99,-129,1110,105400,55,1270,0,147,79200,
978312726,5525,480,201326592,29,29,1,-101,-100,-101,-99,-127,1110,105400,55,1270,0,147,79195,
978312731,5530,480,201326592,29,29,1,-101,-100,-101,-99,-127,1110,105400,55,1270,0,147,79190,
978312736,5535,480,201326592,29,29,1,-101,-100,-101,-99,-124,1112,105588,55,1270,0,148,79185,
978312742,5540,480,201326592,29,29,1,-101,-100,-101,-99,-125,1113,105680,55,1270,0,148,79180,
978312747,5545,480,201326592,29,29,1,-101,-100,-101,-99,-131,1113,105680,55,1270,0,148,79175,
978312752,5550,480,201326592,29,29,1,-101,-100,-101,-99,-128,1113,105680,55,1270,0,148,79170,
978312757,5555,480,201326592,29,29,1,-101,-100,-101,-99,-127,1113,105680,55,1270,0,148,79165,
978312762,5560,480,201326592,29,29,1,-101,-100,-101,-99,-129,1113,105680,55,1270,0,148,79160,
978312767,5566,480,201326592,29,29,1,-101,-100,-101,-99,-128,1113,105680,55,1270,0,148,79154,
978312772,5571,480,201326592,29,29,1,-101,-100,-101,-99,-127,1116,105960,55,1270,0,149,79149,
978312777,5576,480,201326592,29,29,1,-101,-100,-101,-99,-127,1116,105960,55,1270,0,149,79144,
978312782,5581,480,201326592,29,29,1,-101,-100,-101,-99,-129,1116,105960,55,1270,0,149,79139,
978312787,5586,480,201326592,29,29,1,-101,-100,-101,-99,-128,1116,105960,55,1270,0,149,79134,
978312793,5591,480,201326592,29,29,1,-101,-100,-101,-99,-130,1116,105960,55,1270,0,149,79129,
978312798,5596,480,201326592,29,29,1,-101,-100,-101,-99,-132,1116,105960,55,1270,0,149,79124,
978312803,5602,480,201326592,29,29,1,-101,-100,-101,-99,-129,1119,106240,55,1270,0,150,79118,
978312808,5607,480,201326592,29,29,1,-101,-100,-101,-99,-128,1119,106240,55,1270,0,150,79113,
978312813,5612,480,201326592,29,29,1,-101,-100,-101,-99,-128,1119,106240,55,1270,0,150,79108,
978312819,5617,480,201326592,29,29,1,-101,-100,-101,-99,-125,1119,106240,55,1270,0,150,79103,
978312824,5622,480,201326592,29,29,1,-101,-100,-101,-99,-128,1119,106240,55,1270,0,150,79098,
978312829,5627,480,201326592,29,29,1,-101,-100,-101,-99,-129,1119,106240,55,1270,0,150,79093,
978312834,5632,480,201326592,29,29,1,-101,-100,-101,-99,-127,1122,106520,55,1270,0,151,79088,
978312839,5637,480,201326592,29,29,1,-101,-100,-101,-99,-128,1122,106520,55,1270,0,151,79083,
978312844,5643,480,201326592,29,29,1,-101,-100,-101,-99,-127,1122,106520,55,1270,0,151,79077,
